query,count,#docs
responsabilidade e objetiva e gestor,2,25
responsabilidade e má-fé,2,53
escopo e restrito,2,6
responsabilidade e multa e pessoa jurídica e art. 58,2,27
especial e sucessor$,2,17
responsabilidade e gestor e entidade e privada,2,93
especificação técnica e proposta,2,9
responsabilidade e fiscal e contrato,2,31
espólio e defesa,2,14
estatais e impedimento,2,8
planejamento e gestor,2,62
exigencia e habilitaçao e terceirizaçao e mao e obra,2,2
fiscal e vícios,2,2
"representação e ""não conhecer""",2,1
fase e interna,2,77
fase e interna e respons$,2,53
representação e multa,2,7
representação e cautelar,2,4
fato superveniente durante a execução,2,7
fatores de ponderação técnica e preço,2,9
fgts e competência,2,5
fgts e regularidade e licitação,2,13
ficha e empregado,2,1
repasse fundo a fundo competencia,2,6
exigencia e tecnica e competitivo,2,36
fiscal  e responsabilidade e contrato,2,31
repactuação e previsão,2,4
fiscal contrato e substituição,2,5
fiscal de contrato e art. 67,2,11
repactuação e mão de obra ,2,4
fiscal e formação,2,2
"fiscal e gestor e ""segregação de funções""",2,2
fiscal e princípio da segregação de funções,2,6
fiscal e responsabilidade,2,145
falência e concordata,2,1
falta de assinatura e formalismo moderado,2,1
representação e perda de objeto,2,10
requisito e prorrogação e contrato administrativo,2,25
exigência de que a empresa seja de grande porte ,2,3
rescisão e inadimplemento total,2,1
exigência e atestado e serviço e específico,2,9
exigência e capacidade e atestado,2,76
exigência e marca e licitação e cartucho,2,2
exigência e proposta,2,116
exigências e habilitação técnica e proporcionalidade e objeto licitado,2,1
exoneração a pedido,2,1
rescisão e contratual e aplicação e penalidade,2,3
experiência e 50% e quantitativo,2,1
experiência e anterior,2,16
rescisão e contrato e responsabilidade,2,5
extinção  e órgão  ,2,6
rescisão contrato e inadimplemento ,2,7
rescisão  e locação,2,1
requisição e nominal,2,1
requisitos habilitação e estatais,2,1
falha e projeto,2,30
falha e projeto básico ,2,20
reequilíbrio econômico-financeiro e obra,2,4
hora e extra e celetista,2,12
qualificação econômico-financeira e consorcio,2,1
irpj  csll e terceirização  e ,2,1
interesse e particular,2,31
interesse e processual,2,109
reajuste convênio e ,2,1
reajuste contratual e obras,2,1
interesse privado e interesse subjetivo e interesse público,2,8
interesses e privados,2,76
reajuste  e data  e proposta,2,8
interesses e públicos,2,334
inviável e competição,2,6
irregular a exigência de que a atestação de capacidade técnico-operacional de empresa participante de certame licitatório seja registrada ou averbada junto ao crea,2,4
quintos e opção e cumulação e requisitos,2,11
reajuste  e atraso,2,3
reajustamento e remanescentes,2,2
razões de decidir e parecer ministério público,2,4
jornada e trabalho e cargo e comissao,2,14
quintos e vantagem,2,187
julgamento de contas e não citação,2,35
juntada e documentos novos e recurso,2,1
juros e correção monetária ,2,51
juros e mora,2,122
reajuste de preços e repactuação e diferença,2,1
reajuste e acréscimo,2,21
intempestividade e recurso,2,64
intempestividade e prestação e contas,2,64
inexigibilidade e única e empresa,2,5
ingresso e interessado,2,32
"inidoneidade e ""grupo econômico""",2,3
inidoneidade e citação,2,2
reajuste e contrato e administrativo,2,37
reajuste e contrato administrativo,2,37
inidoneidade e direcionamento e fraude na licitação,2,3
inidoneidade e dosimetria,2,10
reajuste e cláusula,2,13
inidoneidade e pregão,2,3
reajuste e automático,2,5
reajuste e atraso da contratada,2,1
inmetro e certificação ,2,10
insignificância e multa,2,1
inss e segurado$,2,8
reajuste e aditivo,2,2
instrução normativa e diárias ,2,1
integrante e licitação,2,48
intempestiva e contas e irregularidade,2,11
juros e mora e atraso ,2,7
justificativa de preços e dispensa,2,24
inexigibilidade e subcontratação ,2,1
licitação com a participação de empresas com sócios em comum,2,15
licitaçao e aquisição e relogios e pontos  ,2,1
qualificação técnica e registro e conselho,2,26
licitaçoes e contratos ,2,613
qualificação técnica e consórcio,2,1
qualificação técnica e apresentação de proposta,2,5
licitação  e propriedade intelectual,2,3
qualificação técnica  e engenheiro,2,1
licitação  e seguro e responsabilidade e civil,2,1
licitação  motorista e ,2,7
qualificação técnica  e documento posterior,2,1
justificativa e generica,2,5
qualificação tecnica e rol taxativo,2,8
licitação deserta e requisitos,2,3
licitação e 14.133/2021,2,9
licitação e aquisição e treinamento,2,1
licitação e art. e 24 e ii,2,44
licitação e assessoria,2,24
licitação e atestado,2,209
qualificação econômico-financeira e índices,2,29
licitação e competitividade,2,291
qualitativa e obra,2,8
quantidades minimas e maximas,2,3
licença e sem e vencimento,2,5
licença e saúde e família,2,1
quintos e opção,2,77
justificativa e preço e dispensa,2,24
justificativa e preço e emergencial,2,4
justificativa e preço e inexigibilidade,2,17
laudo e habilitação,2,6
laudo técnico e qualificação,2,3
laudos e amostras prazo razoável,2,1
quintos e incorporação,2,178
quintos e gae,2,8
lei  e anticorrupção,2,7
lei 8.666/1993 e artigo 55,2,4
quintos e absorção,2,9
quantitativos  e etapas,2,4
lei federal e piso ,2,1
lesão a direito subjetivo,2,18
licença ambiental e licitacao,2,30
licença e prêmio e capacitação,2,9
quantitativo adesão a ata de registro de preços,2,5
licença e saude e aposentadoria e invalidez,2,1
inexigibilidade e treinamento,2,3
reajuste e previsão,2,3
reequilíbrio econômico-financeiro  e desconto,2,1
indisponibilidade e privada,2,10
incentivo e renúncia,2,15
incidência não cumulativa de pis e cofins,2,2
incorporação e contrato administrativo,2,6
indenização e art.59,2,1
recursos administrativos e pregão,2,3
indicação  e marca,2,18
indice e liquidez,2,8
indisponibilidade e arresto,2,3
indisponibilidade e leniência,2,3
indisponibilidade e requisitos,2,20
inexigibilidade  e exclusividade e declaração e fabricante,2,3
recurso e prazo e pregão ,2,2
recurso e interposição,2,111
inexequib$ e presunção,2,24
inexequibilidade e engenharia,2,3
inexequibilidade e nova lei de licitações,2,1
inexequibilidade e proposta,2,43
inexequibilidade e relativa,2,21
inexequibilidade e serviço e engenharia ,2,3
inexequibilidade e unitário,2,4
inaptidão ou a falta de experiência,2,1
rede credenciada e combustível ,2,4
reequilibrio  e requisitos,2,11
inabilitação e todas e licitantes,2,24
reequilíbrio econômico financeiro e obra,2,4
horas e extras e comissionado,2,2
horas extras e servidor público ,2,6
reequilíbrio e obra,2,4
identificação e formalismo moderado,2,1
iel  e repasse e recurso,2,1
ilegalidade e edital,2,14
impedimento de contratar com a administração,2,20
reequilíbrio e fluxo e caixa e marginal,2,1
reequilíbrio e econômico-financeiro ,2,49
"impedimento e ""lei do pregão"" e abrangência",2,1
reequilíbrio e contrato,2,46
imprescritível e dolo ,2,3
impugnação e meio eletrônico,2,1
imóvel e aluguel e reajuste,2,1
reequilíbrio  e econômico-financeiro,2,49
inabilitacao e exercicio e cargo,2,79
reequilibrio e econômico e financeiro,2,49
reequilibrio e economico,2,48
recurso e competência e deliberar,2,1
inexigibilidade  e subcontratação,2,1
reajuste e recomposição,2,2
"reajuste, revisão e repactuação de preços",2,1
inexigibilidade e exemplificativo,2,2
recebimento e tácito,2,1
inexigibilidade e inviabilidade competição ,2,47
recebimento definitivo de obra e serviços de engenharia  e ,2,3
"reajuste, revisão e repactuação de preços nos contratos administrativos",2,1
inexigibilidade e licitacao e artista,2,39
inexigibilidade e livro,2,1
inexigibilidade e marca,2,3
inexigibilidade e natureza e singular e notória  e especialização,2,11
inexigibilidade e nova e lei  ,2,5
recurso de revisão e prescrição,2,4
inexigibilidade e padronização,2,1
inexigibilidade e preço,2,27
inexigibilidade e preços,2,27
inexigibilidade e prorrogação contratual,2,1
inexigibilidade e regularidade seguridade social  ,2,5
inexigibilidade e regularidade seguridade social  e fgts,2,2
reajuste obras e serviços de engenharia,2,4
inexigibilidade e singular,2,20
reajuste e um ano,2,12
inexigibilidade e exclusividade e prestação de serviço,2,3
inexigibilidade e escritório e advocacia,2,7
inexigibilidade e documentação e habilitação,2,1
inexigibilidade e cursos e capacitação,2,2
inexigibilidade cursos e treinamentos,2,2
recurso de revisão e mesmos argumentos,2,7
inexigibilidade de licitação art 25 i,2,29
inexigibilidade de licitação e advogado,2,1
inexigibilidade de licitação e banco do brasil,2,1
inexigibilidade de licitação e exclusividade,2,60
inexigibilidade de licitação e regular,2,4
recurso de revisão e documento novo,2,43
recuperação judicial e licitação,2,3
inexigibilidade e artista,2,39
inexigibilidade e artista ,2,39
inexigibilidade e artístico ,2,21
inexigibilidade e atestado exclusivo,2,9
inexigibilidade e competição,2,57
recuperação e judicial,2,13
reconhecimento e dívida e juros,2,3
recondução e interstício  ,2,1
recolhimento e débito e julgamento,2,21
receita e pesquisa,2,8
litisconsórcio e necessário,2,7
“é irregular a inclusão nos editais de cláusulas que permitam ao pregoeiro recusar de forma sumária manifestações de intenção de recurso,2,2
*militar e atividade e privada,2,6
aluguel e dispensa ,2,1
ampla divulgação e pregão ampla divulgação,2,12
"""estagio probatorio"" e servidor e ""aposentadoria por invalidez""",2,2
ampla defesa e contraditório e ausência na fase interna,2,21
ampla defesa e contraditorio,2,263
"""evidenciado o propósito de dar continuidade às atividades da empresa inidônea, sob nova denominação""",2,1
"""execução da obra"" e vigência",2,2
ambiental e sustentabilidade,2,3
"""expectativa de direito"" e recurso",2,2
"""fiscalizar a aplicação de quaisquer recursos repassados pela união mediante convênio""",2,1
"""fracionamento"" e ""dispensa""",2,14
alteração  e qualitativa ,2,14
alterações e quantitativas,2,31
alteração e área e vinculação,2,13
"""fundo a fundo""",2,44
"""gasto tributario"" e ""art. 14"" e ""lei de responsabilidade fiscal""",2,4
alteração e quantitativa,2,32
alteração e proposta,2,45
alteração e contrato e habilitação,2,1
alteração e contrato,2,129
alteração e aposentadoria e irregularidade e decadência,2,1
"""erro grosseiro"" e omissão",2,7
"""erro grosseiro"" e lindb e",2,31
anistiado e acumulo,2,5
"""empresas sediadas"" e restrição",2,1
"""desconto sobre o volume de vendas""",2,1
"""despesas de pessoal""  e convênio e ""transferências voluntárias""",2,2
aposentadoria e decadencial,2,20
aposentadoria e contraditório,2,26
aposentadoria e alteração,2,54
aposentadoria e adicional e insalubridade,2,7
"aposentadoria e ""gratificação de raio-x""",2,4
"""diligência"" e ""licitação""",2,45
"""dispensa de licitação"" e ""mesma natureza""",2,30
"""doação"" e ""alienação",2,1
aplicar sanção a contratado,2,7
"""efeitos restritos ao âmbito do órgão ou entidade que aplicou a penalidade""",2,3
"""emergência"" e ""dispensa"" e ""licitação""",2,64
análise  e de e projetos e básicos,2,7
"""empenho"" e ""despesa""",2,18
"""empreitada por preço global""   e ""eventos""",2,1
anuênios e magistrado,2,6
anulação e vício edital,2,1
"""empresa de pequeno porte"" e ""enquadramento""",2,21
"""impedimento de licitar e contratar""",2,5
alteração  e contratual e quantitativa,2,18
"""decurso de prazo"" e contraditorio",2,1
"""microempresa"" e ""balanço patrimonial""",2,1
administração publica e seu dever de prestar contas,2,7
"""medida cautelar"" e 276 e plenário e prazo",2,1
"""medida cautelar"" e contrat$",2,34
"""mei"" e ""balanço patrimonial""",2,1
administração local e aditivo ,2,1
administração e local e medição,2,9
administraçao direta e indireta,2,37
administrativo  e producao e conhecimento,2,1
administradores e privada,2,69
adjudicação e homologação,2,4
"""inexigibilidade de licitação"" e ""patente""",2,1
aditivo quantitativo e qualitativo,2,4
aditivo e reforma e acrescimo,2,2
"""novo e improrrogável prazo""",2,38
aditivo e quantitativo,2,44
aditivo e qualitativo,2,10
"""não conhecer"" e representação",2,1
aditivo e publicidade,2,3
aditivo e preço e unitário,2,23
"""obra""  e ""serviços de engenharia""",2,605
administração pública e principio da legalidade e principio da publicidade,2,8
"""manutenção e desenvolvimento do ensino""",2,12
"""maior desconto"" e tabela",2,1
"""locação"" e ""imóvel"" e ""contrato""",2,6
alteração  e contrato ,2,128
"""inexigibilidade de licitação"" e preço",2,29
alimentação e escolar,2,35
agência e propaganda,2,11
"""intermediaria"" e ""artista"" e ""inexigibilidade""",2,7
"agravo e ""despacho decisório"" e citação",2,1
agentes e comunitários e saúde,2,8
agente e político e técnica,2,4
agente  e de e contratação,2,33
afe e saneantes,2,1
